term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
VIM,5.016722408026756,0.03383720776579388,0.8582845434050761,-0.36529123428412974,1.236947080936442,"['Thalassospira', 'Ralstonia', 'Agrobacterium']",3
CD68,2.9585798816568047,0.17348860592292759,0.8938154687462824,-0.6954605469010722,1.2181988447159617,"['Gardnerella', 'Streptomyces']",2
MTAP,6.410256410256411,0.1644538319574086,0.8739158177571381,-0.6726891921103783,1.2142883503218527,['Streptomyces'],1
XDH,4.524886877828054,0.09087630272232852,0.8582845434050761,-0.4998561048427836,1.1987829065296187,"['Streptomyces', 'Delftia']",2
REL,1.8315018315018314,0.44328260151497506,1.0,-1.4715640344239342,1.1971876616556503,['Agrobacterium'],1
PTS,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.8072527339762359,1.185163378671465,['Streptomyces'],1
RHOA,2.079002079002079,0.4047886488954262,1.0,-1.2809015609442356,1.1584348223004792,['Bradyrhizobium'],1
PSCA,6.410256410256411,0.1644538319574086,0.8739158177571381,-0.6327509758595211,1.1421948615385615,['Streptomyces'],1
NF1,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.7774506115327956,1.1414095669591493,['Streptomyces'],1
CRH,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.6565824287064557,1.1412442322211787,['Gardnerella'],1
DUT,8.547008547008547,0.12925980507509166,0.8582845434050761,-0.5542276945968088,1.1339115699768363,['Streptomyces'],1
TNFSF10,7.6923076923076925,0.14116445617728643,0.8644642411618588,-0.5712013136781251,1.1183149036816644,['Streptomyces'],1
PTH,5.4945054945054945,0.1870678603935078,0.9003279711441625,-0.6518300791010591,1.092652226817973,['Gardnerella'],1
CYP2A6,10.989010989010989,0.10491676279059474,0.8582845434050761,-0.4835711047196885,1.0902535994669762,['Agrobacterium'],1
MUC5B,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.7228401336904405,1.0612335134056237,['Gardnerella'],1
GP2,6.0728744939271255,0.02151304760042399,0.8582845434050761,-0.27544023843017307,1.0574414247125596,"['Ralstonia', 'Streptomyces', 'Agrobacterium']",3
ADM,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.49109078685437935,1.0529279269575855,['Streptomyces'],1
TFF3,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.6712336716907825,1.050675340978112,['Gardnerella'],1
PHB,4.273504273504273,0.23035258867772176,0.9114874739678468,-0.7085392945623786,1.0402378201047573,['Ralstonia'],1
ACTB,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.561492704382826,0.9759632337003339,['Streptomyces'],1
