cell_type,MK-10,MK-12,MK-13,MK-14,MK-16,MK-17,MK-18,MK-19,MK-20,MK-22,MK-23,MK-24,MK-26,MK-27,MK-29,MK-3,MK-30,MK-31,MK-32,MK-33,MK-34,MK-35,MK-36,MK-37,MK-39,MK-4,MK-40,MK-42,MK-43,MK-45,MK-46,MK-47,MK-5,MK-50,MK-51,MK-52,MK-53,MK-54,MK-6,MK-7,MK-8,MK-9,MK-A,MK-B-0002,MK-B-0003,MK-B-0004,MK-B-0005,MK-B-0007,MK-B-0008,MK-B-0012,MK-B-0019,MK-B-0021,MK-B-0022,MK-B-0024,MK-B-013,MK-B-014,MK-B-016,MK-B-018,MK-B6A,MK-B6C,MK-EOG-001,MK-EOG-004,MK-EOG-005,MK-EOG-009,MK-EOG-012,MK-EOG-015
Macrophage M2_CIBERSORT-ABS,0.260539268491847,0.174408107021918,0.396395124186946,0.550960939534674,0.497713125508088,0.647219134666458,0.0985483147223367,0.0964564307973222,0.401130214712056,0.818416380683939,0.239406809967498,0.202495211732519,0.17711329068367,0.242991374175235,0.557824529165711,0.471092486453101,0.434636085687016,0.0126915146044437,0.246996583678504,0,1.26350812535304,0.474926351288825,0,0.16104036804201,0.220507545971761,0.372138618000062,0.365151311458536,0.0170201070148121,0.00489037230832606,0.530478624076449,0.157550215278815,0.295476273348292,0.0382535659395626,0.0148969660355496,0.176739625208419,0.0611179744176353,0.447932953099755,0.255255670303331,0.59156345913532,0.0426074558034828,1.12107614703696,0.63664273133899,0.378094953238826,0.085219032970986,0.213973522266458,0.175151605174906,0.270450174222884,0.634414801593918,0.574258470569674,0.268516252540918,0.793865025738959,0.434848414107049,0.539748284478336,0.504822167552273,0.397812512019539,1.31602277343217,0.226878337469648,0.552517489679392,0.852729466273776,0.0263065826242095,0.288727982225042,0.255038642033277,0.800910715308921,0.159966809307648,0.163259605469677,0.352231083487671
Myeloid dendritic cell resting_CIBERSORT-ABS,0.257823508050411,0.142776820596713,0.0420239199468555,0.211817110749387,0.087577772634955,0.22769731545772,0.258276054590547,0.107897856474528,0.0430512536429552,0.0828663559268858,0.588397585097332,0.0931131771501125,0.174470616268836,0.375831441542125,0.257998606130197,0.086839229387098,0.0283587045697723,0.0998327920356364,0.468461856096697,0,0.213183603168071,0,0.176430370876371,0.262621414443008,0.0454078001038963,0.075018914895242,0.14098704817131,0,0.0914620567291536,0.147402532241432,0.0281819153134498,0.104765535453254,0.0418040631646024,0.00382492891832984,0.200783479707285,0.148819943119387,0.192255587948386,0.141347511189487,0.125680810981877,0.233501652676505,0.490098921237734,0.321367110291839,0.712969273330397,0.429502500774435,0.0582022917000494,0.0814389121417606,0.544714398850841,0.139243077223629,0.007592060410614,0.246039995953317,0.311930382489114,0.113621314227251,0.0725583117281337,0.0606633759910827,0.00087872244248588,0.0666972501024904,0.317041902712404,0.441473089344394,0.0978966211384287,0.00217829957618727,0.253458930408182,0.200083464802873,0.0261097776799871,0,0.247233171062649,0.224569099838487
Myeloid dendritic cell activated_CIBERSORT-ABS,0.248463272843528,0.0373620237550456,0,0.591424991760603,0.215359814272274,0,0,0,0.106529181823509,0.00817387884176521,0.519458936843507,0.167196942971333,0.175355869827902,0.0796944290428565,0.0314172727021845,0.0539421788026038,0.00897912757221801,0.0189463352039233,0.0378905820176759,0,0.199722175705472,0.0418433223162256,0.335111063400479,0.298480558388505,0,0.173172706613211,0.50663871521305,0.0235393482074408,0.260869155829107,0.24165935584175,0.256995116231272,0.36558698196355,0,0.0722340117196553,0,0,0,0.110883642310346,0.491740249046476,0,0.670915768167769,0.165954831977201,0.160591736325428,0,0,0,0.101942952868753,0.0600951887324526,0.0232280891317927,0.0752204705706101,0.0909816971289325,0.0928177820218529,0.0860033551230591,0,0.100401410941102,0.0547178233280919,0.157518835127099,0.105497942299274,0,0.00458799216778925,0.0151305854427367,0.000426219456272245,0.217085335883068,0,0.129577040725379,0.00122804005344635
Mast cell activated_CIBERSORT-ABS,0.08097912651963,0.258658324068991,0.227558890233637,0.181070849567785,0.1055047927141,0,0.173517966696348,0.140617899681173,0.115137957890142,0.674310526670893,0.370391706927528,0.12408419103637,0.0374631001677653,0.17829811403647,0.110777187433542,0.291763733774042,0.256016426368935,0,0.0409691139274102,0,0.406987816849078,0.462551279190551,0.304770129917446,0.374294516530065,0.447023194212704,0.131623374036139,0.370322196876838,0,0.217417640060413,0.0954315850008719,0,0.0338094287880819,0,0,0.305970912242075,0.235799686501545,0.596552644130311,0.0896671520855828,0.123736227893733,0.123462497447147,0.0606760241150978,0.30739860206869,0.335286738284612,0.00863651441770329,0.322618103081494,0.472177237265143,0.279500067652532,0.221418198282929,0.367224994217483,0.139738272466436,0.364126590456385,0.0896505557956616,0.0143118430414774,0.132640791928971,0,1.02841767896339,0.209440107151634,0.443650158121115,0.592280467126053,0.0187043930978743,0,0.425150511892735,0.500110318164199,0.234856634177418,0,0.292857432152551
Mast cell resting_CIBERSORT-ABS,0,0.027371823692686,0,0,0,0.100222231420457,0,0,0,0,0,0,0,0,0,0,0,0.00733606520833429,0.00547256039006373,0,0,0,0,0,0,0.020904007745622,0,0.019025715233766,0,0,0.282856922325452,0,0.151496922622186,0.185079588213399,0,0,0,0.261826472546052,0,0,0,0,0,0,0,0,0,0.379407717852444,0,0.00123039605254708,0,0,0.0554459540788996,0.07776124679905,0.310857051144902,0,0.0923285638280812,0,0,0,0.0697274237052348,0,0.0269000442533784,0,0.0104423440638045,0
Eosinophil_CIBERSORT-ABS,0.0127693892755882,0,0.00952131917475036,0,0,0,0,0,0,0,0,0,0.000822417271058478,0,0,0,0,0.000293525757030982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176320349912311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213542804776411,0,0,0,0,0,0,0,0,0,0,0.000421570146616754,0,0,0,0,0
Neutrophil_CIBERSORT-ABS,0.0204843231005052,0,0,0,0.032993295376847,0,0.0123829137261418,0.00100270244705867,0,0,0.0246948344542814,0,0.000420585366786847,0,0,0.00390657205290545,0,0.0126691705172377,0.0264334217092817,0,0,0.00292376101794883,0,0.116284196874778,0,0.0105618086795587,0.0907782284352147,0.101136838348275,0,0,0.0158206737799634,0,0.0505966212124432,0.0422145873739217,0,0.0687439281827442,0,0.0348002989332118,0.0594438653147304,0,0,0,0,0.0449091327906332,0.0464790608224535,0.0811213475398687,0.0299782710529265,0.11263450651872,0.00851769601719614,0.00971719552369831,0.067890018093227,2.15031258886568e-05,0.184119655442224,0.157983471633611,0.474876438352794,0.0293001701727192,0.0987195822362822,0,0,0.00349537291815576,0.00349698663349102,0.0223814000767197,0.0113261954366344,0.000781880490679131,0.012837265928837,0
B cell_QUANTISEQ,0.00682490881872283,0.0113471685338087,0.0110602791842274,0.0109791762730219,0.00948471123521864,0.0242038801934326,0.0076966922014603,0.0106096501066959,0.00914087404576477,0.00913868934047123,0.011564614347679,0.0113678968319008,0.0134555180301482,0.0116431490655006,0.0137014306032334,0.0107522394407429,0.00838828680655833,0.00136374936358831,0.00482378202654217,0.000115779002163373,0.00953005419377434,0.0160080418748295,0.0098887956213805,0.00799198465786773,0.00981902884987042,0.0234206148564927,0.0117328393616331,0.00259763963965215,0.00835077178106378,0.0152164152214406,0.00914064324284349,0.0135622396314258,0.00870326556398571,0.013323057144386,0.0143142481046207,0.00573369113026784,0.0076025612420467,0.0198949456749843,0.00461962254373859,0.00847124187335127,0.0106891539643752,0.00947105794549946,0.00785437536782376,0.0110225711311387,0.00946059941643055,0.00786361658580896,0.0101202846898181,0.0128740240105939,0.0120124978098075,0.00937524078229835,0.0142848307817123,0.0110518751270004,0.0187402954203206,0.0219482828295222,0.00824117952395755,0.0147052854169639,0.0119380546593005,0.0118134038954249,0.0259953225884227,0.00347241190157864,0.0131749212444504,0.0121694401576429,0.0361283437020565,0.0100438603488597,0.00429691905730779,0.00640797835372129
Macrophage M1_QUANTISEQ,0.0162238251427886,0.00412781319171544,0.00713999493272682,0.0157085507097385,0.0180689768994933,0.0248271046827465,0.00564468918541812,0.00273885706649545,0.00667003959647926,0.00831988789343171,0.0237120676275,0.00477363600002092,0.00675805587014118,0.00720709089043088,0.00671326928182961,0.00677923207621801,0.0060771999346733,0.00207167658382383,0.000727230861705223,0.0003527729087081,0.0271897629303706,0.00694367876112674,0.0152848391562255,0.0143830569235352,0.00528526947321698,0.0119256979078253,0.0243046610721648,0.0234412678907682,0.0032638455338724,0.0189333700949569,0.0112909476954763,0.0109772426657691,0.028146239183711,0.00724028902440265,0.00365642867602256,0,0.00638133335905668,0.0215952092778158,0.0312889846239016,0.00414009267856903,0.0100050607500776,0.00790215839051344,0.000993966160533755,0.00568974058810715,0.00684346345445721,0.00194570645597657,0.00734910114733765,0.0180419137109319,0.0039541400223806,0.00716634948320597,0.0606967613370685,0.00615443432175247,0.0239170953202059,0.0184696097281176,0.0216441419563675,0.00998228334438996,0.0168468858485753,0.0119933698647026,0.0191579533576796,0.00114244911062258,0.00880803304082457,0.00909020680822585,0.0310398638005044,0.00345448723500475,0.00509212706661327,0.00220625442591569
Macrophage M2_QUANTISEQ,0.0125253285836792,0.0167698907867677,0.0178142825225951,0.0288357385879324,0.0278524787187529,0.0286138985977739,0.0157145913243125,0.0128601217771283,0.0154512496790876,0.0380829733491805,0.0367834442632679,0.0202909012370752,0.0124978724569058,0.0201442406092883,0.0259287647444567,0.01997254189915,0.0204338424636409,0.00396892746984004,0.0228361881779553,0.000551488302147916,0.0445029322382219,0.0209745018632864,0.0133779633272032,0.0212597840465136,0.0246550581763498,0.0216889696645074,0.0210400182048023,0.0182847302686225,0.0195756707906959,0.0235412849300675,0.029641779537919,0.0200637949487297,0.0301017453423312,0.0197549695836201,0.0236354407181516,0.0153784168266827,0.0298841350927838,0.0274873204258398,0.0190193636533435,0.0154822203242541,0.0361905368430589,0.0180785992125828,0.0357905959547393,0.0148638126165094,0.017270718164609,0.0236883406157788,0.021681773704564,0.0291501232281648,0.0301624316341768,0.0166012373082837,0.0313602297867364,0.0172975912996885,0.0285312460808187,0.0184406476314005,0.0177076373978639,0.0641950814000852,0.0186856082830619,0.0248895291489606,0.0411349485682498,0.00213484667171734,0.0254992518264976,0.0182321024892549,0.0360778551671733,0.00802110997593582,0.016513777680572,0.0167129774571595
Monocyte_QUANTISEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187810238378806,0,0
Neutrophil_QUANTISEQ,0.0277210977291813,0.0282855774834115,0.0265491264201357,0.0282898541635946,0.0184792655128391,0.0127973323539988,0.0296604877207061,0.017810881826462,0.0214399864769553,0.0297128952596548,0.0315609297942577,0.0305688030123572,0.0248196878555422,0.0255549649162255,0.0332257591537116,0.0296140163585489,0.0281101087285605,0.0153728025009369,0.0403536759744215,0.000997324477051595,0.0261424448400119,0.0278853311300376,0.0416184417139311,0.0274798984832567,0.0380658093473508,0.0145247412748873,0.0407252787627507,0.0394199403987506,0.0265001043896096,0.0247733749978389,0.0288938046534749,0.0248104258155225,0.0223678977659054,0.0268913486251777,0.0253161627178386,0.042006071161003,0.0310656329658216,0.0372121564977293,0.0273309271867309,0.0251205308348292,0.0177256219696166,0.0301984058261261,0.0293296883948393,0.0237793450770995,0.0318303748977358,0.0495984517190441,0.0260765799197018,0.0418637073310325,0.0350350637273425,0.0310394731900104,0.030889045637281,0.0248404778524017,0.0289437209220412,0.0298891763210756,0.0485360534609953,0.0325337785446084,0.0220885277703079,0.0314508901041947,0.0236246528298651,0.000574875462665081,0.0334067785885266,0.0368518098094464,0.0233119146412747,0.0341827524893219,0.0261549671523475,0.0322941870899953
NK cell_QUANTISEQ,0.00615392547075585,0.00553856299369435,0.00695763002926086,0.0115251391442992,0.00648446325697414,0.0100018479073435,0.00345183612843576,0.00802895326540384,0.00653646967669473,0.0124616199686632,0.00776330280511069,0.00611836231067909,0.00491273249335947,0.00598901496077426,0.00562522418977032,0.00498422660689779,0.00854042886195253,0.000543634774054542,0.00368738382935262,6.94932425097009e-05,0.00890036671786922,0.00839252941813408,0.00516213280700522,0.0071544514238341,0.00906709089427729,0.00674032421163552,0.00735853153112091,0.00522720994858738,0.00809049803896126,0.0139028097145235,0.00693401666200165,0.0105336646743371,0.00722890687486781,0.00951285893386807,0.00910217971333019,0.00384460483298617,0.00888678777037587,0.00877505995913556,0.00922834544598523,0.00744072906784787,0.0130677470156074,0.00813869276276923,0.0130745419334622,0.00582693714547189,0.00537733882765715,0.0105071400735026,0.00684895641113926,0.00714126559571551,0.0100715421044084,0.00648679292868349,0.0158736315840852,0.00834111903086114,0.00760430169982651,0.00473598365287191,0.00280661438154709,0.010491017766146,0.00707424469880215,0.0079458299688326,0.012007414612547,0.000740478314258159,0.00531708553127351,0.00663207870666483,0.0137492844962629,0.00946005487022709,0.00303124337387826,0.00475128046233643
T cell CD4+ (non-regulatory)_QUANTISEQ,0.000169911009475345,0,0,0,0,0.00961060768143598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473134513948547,0,0,0,0,0,0,0.00761867315451156,0,0,0,0,0,0,0.0146871339577249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350340364225467,0,0.000571329023466124,0,0.0444284898115255,0,0,0
T cell CD8+_QUANTISEQ,0.00280509351904682,0.000283024593852164,0,0.0115450778320578,0.0219873204885579,0.0498740682296274,0.007120015498088,0,0.000614664527313612,0,0.0385074196342208,0,0,0,0,0,0,0,0,0,0.0717555240379023,0,0.00405368276037499,0.00188692044884857,0,0.0115134171555734,0.0138449566064854,0,0.0103232565852635,0.0116815769700827,0.00497150465667937,0.00194797139013551,0,3.61856073960927e-05,0.00952169084201541,0,0.00591562192834162,0,0.0134988822684621,0.00244243353686242,0.0219292860291863,0.000648303513851331,0.000260699166347614,0.00194994269038197,0,0,0.00287881766044709,0,0.000300480749019212,0.000894331617765344,0.0331133896988886,0.00197697220885622,0.00714917958303788,0.000551074659417275,0.000233911787783066,0.00637073758715316,0.00988842866104213,0.00254495163026189,0.0314183569072383,0.000778301646789015,0.0025589624722495,0.000648489458457899,0.0663709246017171,0,0.00616711204942585,0.00248659076027268
T cell regulatory (Tregs)_QUANTISEQ,0.020134581572403,0.00735122126824698,0.00758634598348705,0.0718813864572237,0.0790665855245829,0.149388857239858,0.0174413846343786,0.00915122063336301,0.0103661504047294,0.0165170287872996,0.0930594903052371,0.00920118176836098,0.00892966469218298,0.0137990994104433,0.00909227613497635,0.00869866854052319,0.00883077782937359,0.0024254270967209,0.00869176739136017,0.000257716041073251,0.0977410565841595,0.0111640260502109,0.0163477335131219,0.0391948210553757,0.0104121474469926,0.0477557089458061,0.0574481386052713,0.00555192531202835,0.0152592648869315,0.066384467292756,0.0241381027314549,0.0461202491905031,0.0154734565785187,0.0116531281419156,0.0231595811942004,0.00399586628053846,0.0204004035173389,0.0339922820328639,0.0566571942453779,0.00902185376139389,0.0800669851188545,0.0151125856781172,0.0290302104698682,0.00832608263036639,0.0107072173600511,0.00505625721296485,0.0122835135135188,0.0155923588667862,0.0114569563547641,0.00838824091683764,0.0637143170183694,0.00873057766164794,0.0389092737173855,0.0237790609285031,0.0279740913599643,0.0265727645819526,0.0443271053285118,0.0195192418409909,0.088882295979634,0.00322647420640494,0.0206350619130753,0.010766771165853,0.119859204179752,0.00509683715407087,0.0154503337326635,0.00853606924777734
Myeloid dendritic cell_QUANTISEQ,0.0240848870117219,0.0193657502092074,0.0200063639683889,0.0145329591164324,0.00433290507040706,0.0139470505086322,0.00685798462331197,0.0152928613146446,0.0246204517269558,0.0281321932020196,0.0145179706528319,0.0181462373129804,0.0231150034027959,0.0165019997623541,0.0238439268840838,0.0175945473457798,0.0274940699389459,0.000191648439684415,0.0112307056169472,0.000129880622309095,0.0150727379122736,0.0270464247381769,0.0125422689750916,0.0137127693050285,0.0219080500298773,0.0155029041626753,0.0112337589912483,0.00256095384100644,0.0149481657297032,0.010877098204393,0.0109427195816822,0.0214769977415286,0.00187324894084816,0.0217630151253158,0.0147041384874239,0.0128203333148297,0.0180244426706113,0.0161017594150531,0.0345203212988163,0.0156836055298127,0.0217379209675315,0.0215922775590648,0.0225370033565262,0.0100479289993707,0.0156552222971478,0.0106481301106411,0.0162378538105579,0.0150012083695355,0.0312786931154689,0.0188754524931947,0.000294687732904523,0.0207841186716424,0.0039143318059556,0.00407829038192783,0.000472284289555931,0.0105671589827573,0.0119352482334202,0.0135308872065851,0.0105433014211697,0.00101210825457999,0.0129160120636933,0.00641323775247708,0.00873786480294208,0.0123277539582918,0.00759803372359841,0.0112674760295312
uncharacterized cell_QUANTISEQ,0.883356441142225,0.906930990939296,0.902885976959178,0.806702117715699,0.814243293293174,0.676735352605151,0.906412318683889,0.923507454009807,0.90516011386602,0.857634712199279,0.742530760569895,0.899532981526626,0.905511465198924,0.899160440384983,0.881869349007938,0.901604527732139,0.892125285436295,0.974062133771351,0.907649266121716,0.997525545404037,0.651851669150562,0.881585466164198,0.881724142125666,0.86693631365574,0.880787545782065,0.846927621820597,0.812311816864523,0.895297659546073,0.893688422263899,0.814689602573941,0.874046481238468,0.850507413942049,0.886105239749832,0.889825147813918,0.861902995588672,0.916221016453692,0.871839081453624,0.834941266716578,0.803836358733644,0.912197292393079,0.788587687341692,0.888857919111476,0.86112891919586,0.918493639121554,0.902855065581911,0.890692357226283,0.896523119142915,0.86033539888724,0.865728194482632,0.90117288127972,0.749773106422954,0.900822833826149,0.842290555450408,0.878107873867164,0.872384085841965,0.824581892375943,0.857215896516978,0.876311896340047,0.743732350092939,0.986918054431384,0.877112564295943,0.899195863651977,0.620296254796791,0.898632120130407,0.915695486163594,0.915337186173291
Myeloid dendritic cell activated_XCELL,0.445221091319014,0.0137689505731999,0,0.54541952287666,0.702132958739403,0.851147046585831,0.27132773880135,0,0.0479257047421192,0.0112989192186656,0.943125580650186,6.02427641775932e-18,0.0333226006617035,0.0971466983175995,0.0564255022389671,0.0582520957801604,0.059073228599209,0.0667809642926301,0.0169374680905536,0.00436675608909478,0.825597752657559,0.0172339176534263,0.351926723134258,0.258771411274558,2.13281786288219e-18,0.678416989251158,0.629079542437168,1.98354524149306e-18,0.0645327045143959,0.409162859105306,0.265111299185717,0.357867703329223,0.1942177989282,0.00446764588259489,0.343405551671346,1.17473059455491e-17,0.0522544051978516,0.384823869871264,0.606454069595179,0.0314044869864516,0.657770867918744,0.2346803994366,0.322337854892914,0.144057482231961,0.00934740813359519,0.0583429919955629,0.14657345698386,0.324117770309549,0.0386568431641405,0.016738254183769,0.348737227565645,0.024278785812584,0.502909326848157,0.623328205359647,0.841552921011178,0.300181881182632,0.646139524269725,0.329817199619897,0.67650100469054,0.254076848226085,0.104746150478184,0.0475556350524392,0.874112564287885,0.014074429231438,0.306707211619327,0.0343274004578419
B cell_XCELL,0.00534362620091478,1.46528417563982e-19,3.89416376180975e-18,0,0.165924044038936,0.282896278563631,0.0297773070050612,0,0,0,0.0899625677862747,4.25975120233191e-18,6.79419167660232e-19,0,0,0,2.14193118084073e-19,0.00276521145396046,0,0,0.0477963787984664,0,0.00493992835921497,1.15577961278779e-20,5.8964449074294e-18,0.187147069270227,0.097284523036868,0,0.00305708712737464,0.105237210501857,0.040997211622774,0.0307617027365936,0.0238245043224031,0,0.0578602150029821,0,0,0.040938797585798,0.0309031183923339,0,0.0467117995709158,0,7.53967573633404e-20,0.00548450405830647,2.16184169551563e-18,0,2.00755079270371e-18,1.26406891774225e-18,0,0,0.138147977446707,5.01072200806068e-18,0.100427293307431,0.202064628247755,0.137074939900872,0,0.0884001002474355,1.99978938356445e-18,0.209106959358132,0.367350980739227,0.020770219127422,6.16939197772111e-18,0.382529024602663,0,0.00145670613930752,0
