	MK.1	MK.10	MK.11	MK.12	MK.13	MK.14	MK.15	MK.16	MK.17	MK.18	MK.19	MK.20	MK.21	MK.22	MK.23	MK.24	MK.25	MK.26	MK.27	MK.28	MK.29	MK.3	MK.30	MK.31	MK.32	MK.33	MK.34	MK.35	MK.36	MK.37	MK.39	MK.4	MK.40	MK.41	MK.42	MK.43	MK.45	MK.46	MK.47	MK.48	MK.49	MK.5	MK.50	MK.51	MK.52	MK.53	MK.54	MK.55	MK.6	MK.7	MK.8	MK.9	MK.A	MK.B.0002	MK.B.0003	MK.B.0004	MK.B.0005	MK.B.0007	MK.B.0008	MK.B.0012	MK.B.0019	MK.B.0021	MK.B.0022	MK.B.0024	MK.B.013	MK.B.014	MK.B.016	MK.B.018	MK.B	MK.B6A	MK.B6C	MK.EOG.001	MK.EOG.004	MK.EOG.005	MK.EOG.009	MK.EOG.012	MK.EOG.015
NK cells	582.39212152461	748.612625475214	958.035375672745	571.548179666258	486.047180068457	699.231725794485	1179.03436612503	1394.8565905539	1508.93798301236	834.626893463372	618.21008924905	520.083338689008	2025.87914936647	557.561597413247	1232.26770598669	522.05618855318	567.391964055193	635.197643980336	524.988963588462	698.802612941606	627.603907824294	571.246785844562	508.54612989141	563.711967949927	394.669200947505	238.726765961799	1565.41243095388	623.465393519266	533.942949379767	721.256426178005	417.753484987736	1023.62438854648	1042.42255872416	596.509341682471	406.427900841991	754.630844615583	1017.40669115089	733.563014489734	720.341760653335	564.438137566545	1429.14047930906	559.893394092774	545.53042751772	531.802090991778	299.242617882715	669.86650888683	562.414477852761	558.011507119832	1057.57961744257	592.434764893339	1016.73620858296	467.342329701336	681.210665593446	603.107783869614	516.429287141259	581.887719795224	513.464323968239	484.501135875782	558.042537409589	600.35942142354	1767.76653272785	611.132889610869	813.81707092385	1011.44873589023	1023.68869995452	747.9009019018	844.141288079427	545.939467478166	552.595764713101	1485.16716564249	931.339348180757	660.67146580243	470.883829493426	1767.18006710058	627.97893353832	640.932531443294	449.443216835835
NKT	586.057758732748	672.82702030892	830.626299990667	1179.32619026483	1109.14911297212	1068.23028631766	911.263537926694	780.024223539618	1081.43507840668	689.361695055485	0	877.375675507933	1284.09905902846	985.761408315984	1289.36371221255	1295.83726157162	1278.36719804825	307.102661468655	354.430998413182	370.27217194485	1458.4665336913	441.524840775958	1646.36269366612	1034.97655322798	885.989879133513	2012.54344878937	1275.92393942174	1059.26846878655	861.813511220173	525.928629789109	1206.50891144449	868.674417884859	609.519834762098	1326.20952992308	960.033606553263	891.68950099207	990.682498172712	726.97605387082	724.445517900428	685.416952975343	1279.52287682211	1055.00369203687	496.313932748109	869.191643308944	1442.80374641768	815.384597817737	1048.637462888	412.004891071309	862.76025991633	816.855456072263	997.954431689948	1661.00371385337	780.503900091344	830.163768096464	828.94035906448	417.49785102585	1056.32065072282	698.749261013802	1901.59274588022	1349.26108518547	969.862478428734	931.638836274582	1481.9901574807	671.327256397137	1552.40979184814	574.538023622041	749.954448186082	850.064532508773	2304.27804643129	1238.35546779235	766.445006553661	472.395666311145	616.707089465984	1050.37042248282	2200.77323531318	820.475589026354	641.342253494803
Neurons	841.591884167141	438.105193116404	640.471584088118	1669.91388615342	1417.91141463902	1256.16136091579	991.60790412707	439.35528520127	648.908771064214	492.380514937204	850.234145823512	1237.18331546703	1498.82222507131	1872.72431005078	502.320250443646	1154.97512795574	956.498568170908	575.488094801579	852.093200550532	909.768787045562	1529.98490190532	953.999278215466	1626.1071414293	574.356248138846	655.459180027346	1077.27646998907	779.214116412385	1693.35976499437	734.55514561446	592.034588494029	1238.23302240238	1365.21629890116	310.345245930023	1602.44099658149	192.005745310567	582.352093585624	213.934036429556	197.512448989642	930.755420682275	659.234382612718	806.359673584391	278.732395682822	1090.82217583284	994.01011899009	922.740356720777	1893.38707039647	908.331924302791	613.363483728983	523.816559764033	1028.18446371636	1477.77975160563	1698.55080649279	1061.35209603349	323.490993166397	1421.33446832128	971.561764777166	486.788675251036	724.696826972536	1776.74708571308	1187.94559636204	164.903757901238	1232.7542970736	430.423154271972	534.289668895452	470.205407536707	914.022031956397	981.224644549512	633.918573729853	1199.14411255841	618.607703379662	1306.2333346491	446.77322033722	573.945936193612	794.02533205933	1899.69732478083	467.611903993747	795.251866906643
Neutrophils	317.659105239295	979.526909311878	742.679850678868	259.34393239142	783.192537762762	456.240219611146	1790.92921404965	1069.63550253173	1047.1217210706	1128.96207246889	703.243391125719	643.692032142585	3440.42442607095	434.492054662889	1093.59617735088	802.209238875445	782.861461857768	933.801924556284	911.201842327888	561.172953907633	473.106982479465	887.56171730951	284.776973097411	2132.34450912514	948.292150596024	1240.98395669789	894.449964889137	283.096301014109	800.862512759565	1502.44987750149	331.699283019281	775.172940099587	1405.96400893627	348.699495161025	1485.59912786948	1176.00469664281	808.679416969914	1041.45997581785	692.876812579105	1103.97869979461	665.774252940561	1143.26769699356	730.491723767764	614.624002821399	1067.56606266619	577.410029924073	443.920029371295	755.921822925856	1564.667021781	652.285707306736	926.928860667607	265.777348105602	825.553715810478	1452.32777286096	613.783875688551	919.015635282554	1122.87618193934	1272.648667433	284.516093847127	637.052394062016	1252.49720732247	620.649564334479	1313.5478717632	1386.04453480187	3766.75467798479	687.603771521999	1288.2526774978	943.201745254303	1286.60035220037	843.450217335447	720.31671454253	1149.72280932041	1239.39220361417	1126.23898361524	293.245303463202	1710.15196798164	710.470595847091
Osteoblast	636.79181572121	548.587665824523	455.425975831178	676.462739576622	564.670563644681	416.893408296253	404.822550820822	475.181241679196	323.92127588641	498.728728939674	456.469629384526	630.758985006258	142.687407942378	630.097254122034	253.046575402313	616.307893750423	563.171443929013	495.048849174838	481.334267079653	351.103253566467	593.007753041664	500.35365837683	723.966408721185	751.419759266441	671.937646231989	844.585615078039	459.181906059751	727.210997282969	493.360980285153	526.15796835631	593.828563879636	432.254884508387	360.115603971644	496.479342488077	560.925778263053	469.382461188998	361.64998628838	495.59647991165	518.833815634613	396.439107909377	335.048323610216	501.859301381736	406.616505372076	567.619417013387	601.189802414896	708.370583255866	475.932544640945	528.3823783502	446.392296106394	583.331855320651	497.239602738303	785.618689779597	465.853189906432	477.511193104423	509.06835724246	631.115069616827	472.989874703002	487.38927684427	831.518334747988	509.509747801879	142.200258796288	575.833976754726	464.617724101635	534.860726862832	389.354265172008	577.326944452108	493.927923926495	524.209503878686	637.493133344832	407.055039668496	740.700183953898	393.838025940136	486.908240456082	213.586813010162	1078.71709253672	614.416832271114	544.410027085052
Pericytes	1316.45309736083	427.097968432347	788.290364422286	615.66243311334	711.61457630367	637.65232591359	1073.90294643961	1028.2936431636	752.939874538143	394.494051628863	279.081268495621	627.825277376126	1493.81650292526	901.363841376236	746.010387731438	770.064556810092	881.503617258086	437.518358661458	757.478724918427	265.249364032836	574.907668683088	531.658094695992	854.607353196536	619.335094702228	637.409327577335	1183.48209629052	1009.75575227041	855.138593604753	725.786453914921	1074.64245989783	846.836272048559	802.60001799575	830.908042909436	738.906937910014	1289.84218572952	405.323320542209	847.108289293842	1145.1555587494	857.246252322808	542.532811229522	743.7163974226	980.180752893849	657.172014782787	811.989274720208	975.17690442272	943.421805053723	1127.6171976214	396.101011911565	742.394387470069	528.779980547439	562.824685404711	914.656899908629	543.14175130088	599.789132679903	666.693078978218	853.109666874475	558.427915139235	1189.55407339424	1045.20445503422	563.614653407186	959.190875437023	704.6259871941	1331.57833856525	1076.67347958111	1539.5606870018	801.802300059102	882.450632776475	572.902911255728	1021.84313185334	1161.60647134488	502.767135102971	266.710561581337	695.063735284469	903.145834756578	1348.89820377694	419.164644156767	557.647572137924
Plasma cells	379.585743333045	430.914291423974	345.240621757183	661.859803978271	549.539189492943	434.389010739356	1495.75678342584	822.13574946891	815.516494084778	433.189189469725	1035.7565120503	473.96028996666	1205.97421112196	449.545528125506	266.630097413364	583.39292048396	546.781479375401	503.217347103206	454.140248625323	585.413909701651	803.375646599525	398.387323747404	631.260596731797	638.681136836962	300.543994582711	587.903546418903	176.189773379422	712.929223253256	222.616126956628	764.443885297121	426.779081511215	1830.86110856654	653.597321713488	470.271078837439	375.426835618109	412.026699752262	548.805884717281	609.682098913579	704.325015771962	509.329829087299	269.287719078334	587.346649347412	420.804674032246	229.301973975448	375.708235457335	315.509027073947	815.383226869159	462.422221318673	320.182575169796	469.573751669895	219.02384148294	652.074421571579	560.858997501878	366.829612790038	536.932621344824	359.865308646398	555.48021181594	477.083392129519	624.252921005745	631.496815364421	698.412495144155	506.985827991818	1293.32680796652	1765.8759231733	1133.57214463005	467.039111717222	890.066647636694	397.483499730398	496.229400228354	964.849280139487	2399.76154743847	391.384443525065	309.690691393491	804.24044745757	839.929003023931	300.951676769352	484.240978557393
Platelets	562.937981849516	644.332456243279	668.160322365947	1437.187929072	1292.36283840199	703.448101560596	512.900871581133	427.90075819248	574.374433850802	1285.6368420281	821.19113391863	1264.92936467964	474.739346983319	1104.19947214603	582.882556949215	1283.69707042527	1189.96505128028	1114.79865608455	1207.95500563386	1037.70904734677	1289.44666947343	1150.39964450833	1108.64015299403	1292.46746860956	1039.04067733128	847.912568461059	766.744336792581	1054.15209076039	702.507650636024	524.675574129935	857.538561480187	1014.88283392747	809.061143278867	905.240740004189	401.894209076543	908.718739809527	396.774666756901	546.948010943292	633.258375582266	1280.92891151535	492.101610190622	467.96280461968	971.205367346909	1249.2279282614	949.431618444753	803.546234002263	819.960336836937	973.376401464639	852.875698658243	1153.87896836629	689.146019916369	1260.18127496304	756.024245680507	981.45650422957	1340.24057531371	950.692037204095	976.94221753105	1209.04375929467	1207.49143403481	1334.37321859858	250.11410800014	1337.20571133623	712.136473347277	714.960402058559	880.34392031734	857.37519385674	734.879979084982	1195.124530545	1164.73358416156	831.126677103141	626.071059381635	929.02661137622	1151.19231122913	765.272901522643	1200.0652352832	1068.77711707519	1032.86522451972
Preadipocytes	1529.8475626255	1243.12413991488	1122.21525756611	1610.65013084802	1532.77402559264	1496.64375247538	1264.15329692236	1170.23737478836	1160.35809399308	1084.40810993052	1490.07911275366	1345.78486050277	1010.50061507532	1840.52879221659	1081.31023366192	1568.2529320098	1490.69329952346	1305.68872297758	1413.63936196447	1493.95521677356	1627.85086801043	1279.33468882842	1568.45350511137	1108.93759509411	1252.83939004124	1052.32989291626	1701.20472913527	1650.23570259618	860.244490225793	1089.52848326731	1565.42853633137	1813.82484168677	979.159435870345	1670.43169779995	647.506113669851	1235.82554009686	978.473084995282	982.757271420752	1601.54966979732	1402.0409872235	1385.65189428348	962.249597185168	1438.79733197555	1403.343585323	1091.34360905425	1622.9280352973	1608.425631674	930.045233014518	1048.16282706937	1292.197550778	1433.22866986034	1720.24887580915	1243.58340664353	974.739914690776	1446.41358933682	1508.5302032671	1372.73733362795	1659.40277354036	1753.93526699725	1435.84075942507	863.927308535999	1469.0335318749	1595.70067062538	1531.72178684922	1875.26272618563	1693.55095465787	1652.52688606667	1589.97378863123	1843.81351116055	1690.86238473476	1893.47801847976	1164.4114992639	1368.91884394676	1295.03559611446	1941.33870153815	899.0422247101	1650.32243629317
Sebocytes	5189.80183763312	6160.94129614826	5990.03006984618	5312.4639273634	5430.17833411804	5779.91428967511	4556.69998694909	5924.74688745788	5647.09382864666	6180.87828451649	5381.30690572687	5886.85258120798	5121.93843948975	4963.79743077178	5676.79844761882	5453.16255406393	5908.62018962476	6014.22515332366	5979.63900346596	5244.83396272419	5155.2222766902	6023.91930189929	5221.11991945168	6142.71728349235	6136.97990607952	6016.48568700342	5419.23060479584	4755.10080296206	6332.68315160425	6020.89263945039	5409.92297058491	5278.68891310263	6029.69220372725	5104.63100886045	6343.66108290147	5993.93506833248	5669.07267969715	6361.97848963194	5803.55909137597	5751.56697133412	5292.11322640362	6353.21791502007	5598.77249964315	6091.17684609212	6275.26562453803	5572.2824998223	5580.14038497784	6120.43498857404	6185.73735360016	5928.56774570126	5392.48450286257	5032.26097837105	5412.75843309627	5860.24679217541	5924.5208451117	5816.87345797471	5946.18839919001	5833.88710698306	3868.79828856593	5790.73780125317	5416.54260944404	5603.02047629454	4915.14242313479	5637.27110470597	5350.18924226272	5252.04379502568	5842.31621016785	5776.13118661426	2272.91077490114	5024.50695584183	2340.17908256751	5919.58588228482	5879.35486233385	5355.88847046048	0	6489.43572314677	5539.95543783872
Skeletal muscle	734.787298211654	1348.60582121879	401.440333659927	4727.67192860126	4420.44216218066	3528.05142496805	314.769319204798	432.61264478725	293.749949138549	459.431183876772	307.862844260131	3821.82048709081	2970.54552073814	3577.43278893961	211.052884604062	4204.52164899372	4239.57015660573	843.877327924628	487.308370364814	411.295538827709	5056.82573777901	818.457913227912	4694.21487018411	1592.45642225358	537.967381532502	4151.74781559986	1170.61615251742	4747.96908698061	363.120609788887	428.964408256743	3896.11291819245	3171.08763562593	393.601399061675	4181.09434324811	1856.49585713792	3045.73605033989	417.7637268877	406.867999188521	1663.33719671248	3318.44557245889	766.766010994083	473.744786868514	417.82906047659	488.375596538477	3771.91965723766	2821.91479991993	3693.86117388774	559.082466869558	328.331388914275	3103.24109463325	1249.73175360561	4989.0269008838	1266.88646453634	428.613054573843	4008.40241987309	328.000568863928	3351.4174306995	1872.06678967056	4991.35167795917	4266.36070951373	506.193884988875	4126.46771415622	3389.65045872763	492.240050201869	1375.78885014023	384.207117843102	2963.94899981805	3504.12095477491	4845.81660318451	2677.19014041321	288.692319038612	741.040459109509	455.152811917529	298.242430081248	5814.36591302117	375.937723517893	651.693263260984
Smooth muscle	1075.02550036296	1029.86396108892	909.786119178811	1546.57156766683	1254.21153724269	997.616155972564	840.564976726656	1149.85396096159	697.899944247894	982.884235873544	1154.04302530107	1229.60062853735	145.929238350439	1505.55191356062	766.723527226069	1232.84332953142	1131.71934975752	1041.16272062267	1269.32642314855	1181.11010139016	1441.01351902646	1064.72985785049	1467.95964386743	1149.39468434936	836.757364898014	682.818890436883	1003.33745788547	1742.14500856094	716.155840985219	987.085487771573	1201.41776925102	1286.55333240657	900.815141259042	1255.92537438107	1109.6151196122	1000.36423939902	644.965657410386	967.425683671404	910.924292173066	1046.21951392754	634.758715138816	1143.9258646308	921.167961530221	794.525877429136	863.084248896515	1366.18156485477	1122.39532391589	901.756796596539	851.336265346662	1148.26377945086	1043.0736257546	1522.60683020169	911.12599893948	876.652523529459	1226.78001050738	1087.78985701972	1153.09442108129	1017.21586883461	1548.20628206716	1302.02832320113	1051.67101025094	1322.07982144085	1257.79481005934	974.995001530624	1126.47959484733	1121.72455366904	1172.90140566398	1203.714666022	1476.82166388913	986.257720039073	1540.51477184322	970.197732884036	978.807830631216	792.477691643879	1715.70825251858	712.32914609456	1310.35127388297
Tgd cells	620.065033940859	884.140324909137	779.918814005711	270.508629822352	183.185734596593	525.834528484913	587.799771176937	1285.75639801916	996.901228932134	707.708957225307	204.432307849259	385.031636764494	943.606243864128	0	789.852240134908	240.925735552349	428.806863659728	564.841755806096	420.856608830601	187.410996915441	257.569066671782	466.353810404616	286.869867175115	498.598636853926	465.268637000386	350.017417495985	1087.99685109969	158.531473756118	456.637242786984	702.000342059932	111.616139292939	712.103661068592	885.18656837039	373.417241364468	672.606390940095	632.33679502937	882.659767873324	641.117390519616	785.19269831456	307.323232845272	894.010618464398	877.453171914481	84.0701745830763	331.205298689682	200.364833184886	265.556553481541	649.814203322148	507.333858965854	852.375322056528	489.729217351792	616.577189278254	240.425854718507	389.612623131587	500.46455803739	247.592797909844	152.861412553213	478.726774331573	395.711563745541	77.2060562282533	439.178098594007	1128.98507884177	311.028505583403	934.153374727485	806.842999325721	641.246786168775	310.563625965462	815.944153471642	336.775469509219	349.908026597339	917.978574960442	425.622340188271	672.580277512303	308.771034529538	939.999076777761	179.491768003224	627.685137180302	113.255947103719
Th1 cells	835.604580033815	1090.80989440522	697.701669421216	535.67496501976	354.91144810938	447.934830421644	477.600483920205	971.869191334601	599.847444873959	669.863579776318	289.071545928709	655.187349665218	756.441738255219	145.720980861203	501.045747526528	546.209645185847	507.694128595624	579.57109015057	477.982661667216	73.6412516411436	370.23875719763	537.417572938255	648.486019955017	547.368753188835	873.838909582873	1260.7173498782	535.670285190183	261.581111113805	727.513597805528	685.19740570523	311.345542842322	247.851021150554	829.903745699256	446.887992514511	967.217926455026	696.845268916227	866.831008059063	992.398545108819	786.40547125307	416.24597516911	547.340113977907	894.124167296468	347.890828362476	466.490842212594	728.773726243508	400.627907021938	664.043076675118	919.373937072971	959.733134402513	789.03854148595	292.241380784525	495.906681940009	365.010727937793	786.288459882651	484.451117243367	499.934256876034	636.71884264191	484.660097293807	552.732838821676	700.66912986104	1042.93603752085	600.398735314635	925.754393783506	666.12968053919	491.461839052924	125.518953874062	536.303533659159	401.589484127796	333.088703191328	572.003464390938	618.123025774429	705.866605389025	588.052316227041	408.497466634476	957.160810810666	952.160438672218	408.130006171244
Th2 cells	1208.0979096306	1380.64812476199	1146.48436448061	589.334609998942	358.257550707043	1079.75939473322	819.740218038373	1983.46491899256	1252.40169862155	964.708978093634	562.795520250863	763.306837486914	1383.93761259259	475.241641224175	998.454786024417	605.474329220468	876.995181826225	879.492082323142	757.994157681281	493.286470458265	638.247154942381	709.322972610171	577.743308193201	508.626930290965	972.538179888634	804.845377142988	1592.67732523213	710.229832232862	836.428586547688	1292.46903694504	374.971991999073	1081.48748020595	1534.69246801443	746.649344620469	1275.29770048273	906.215122658587	1253.18470959214	1182.14149087704	1340.89870289807	589.220760457124	1145.45578616278	1622.8350608299	365.178892659592	553.558129749969	444.590294042559	726.646101398576	1265.60578201411	928.934927104266	1366.33630957328	856.621864139327	925.810934864661	551.183448681739	563.618011817264	754.68024892102	494.241373968214	137.89379395635	748.352670386434	713.619525510073	329.97740527475	656.618164613659	1791.05745586528	644.537460263507	1567.76842236732	1168.42969672412	908.001388539119	424.689207606984	1368.13952347274	567.845395335688	497.58056401522	1152.398404157	457.826117025822	1153.18137008295	557.723637634331	1232.26133086661	509.083490943981	1054.12628940442	392.189448041307
Tregs	662.511398266893	754.160735256202	808.182683084198	450.762470384591	430.42183537194	1323.2241273574	1355.84931710201	2039.57709957782	2579.7491734965	850.075756601205	358.555910069572	308.99668779193	2929.60323643035	306.82631234665	1883.68081714105	450.427199541372	552.042117381446	372.123040316921	374.263483996991	744.529656505678	431.901250613309	307.824664760094	272.860268273041	538.040751921008	371.850001573036	897.506577479687	1886.57257428953	283.692352566338	525.474476127706	861.712123399824	442.223512933808	1523.2115624196	1328.48797850665	580.28183399979	279.448555973657	490.716132921468	1498.6962771489	787.891890056872	924.962832427548	397.264181100468	2219.34557946717	435.807621980471	419.891473757934	831.306490674025	264.634271350524	491.80048207489	677.111576859785	385.902839357794	1249.88710818258	213.101332143351	1408.45266200956	603.726609253924	618.288050838024	491.340259325553	301.248588062802	304.195591961505	210.770629165489	413.450300098086	437.591841035275	453.857901600585	1371.17284550845	324.274436078664	978.429549945952	929.200244091726	1681.34380521685	713.643792291589	1152.59218073673	414.520149107571	376.694116156577	1729.28139344649	1340.02121105923	778.837823351354	361.537092115472	2370.02786911288	823.325563442907	768.00700188578	221.302255794654
aDC	955.408974213593	1714.29493125927	2180.5598430704	502.400154566359	529.500724782399	2066.05815509019	1890.28827906356	2639.37144743963	3038.18890507605	1430.62851538835	193.627689400111	600.529307810002	4041.37076755233	1003.91914947881	3275.57393761555	383.59938091982	1658.33873323846	571.550251852887	885.82855940896	793.263590249878	903.005957412831	852.347865154046	1108.45051332187	967.021594790347	703.336689118861	736.99242490333	3155.75516531277	998.295890186713	1441.97485936848	1209.09077872249	768.382051471896	2369.74744841433	2265.68792886831	1349.65815162166	253.537947150688	709.667057787554	1919.00098952268	1311.83821494409	1343.41153222149	601.738190580514	2489.4756002697	1056.00027938351	482.622289770909	1555.96019330441	159.118546077678	1137.84452041612	1478.33940133548	332.840327444852	2351.17822733363	573.692010468494	2354.21965571422	1540.09505510154	1320.40798991403	965.584983177177	572.860246718958	728.29353957198	1169.16468252449	1638.77561066813	1029.73067110611	642.81069271491	2652.29465046531	606.080844598395	2343.43240987866	2249.9522995909	3418.16877281668	2026.0983510498	2270.11489182142	1660.16226964713	2849.87583295774	2808.06304727666	1706.05949346088	935.384559258163	634.353681873156	2963.41645369994	988.824706380719	1634.06048107451	961.827779304381
cDC	924.758057670862	1149.87327398997	1211.68914109679	684.406552982032	618.270738506227	952.959071945587	1165.72605916114	1303.00930777206	1911.2436209357	1232.02851586797	757.108679582274	417.099663505432	2504.50974624157	740.970660387046	2521.51919234153	411.831341496948	734.387157664433	689.705605399301	1371.5293032588	620.707248324988	737.865797027514	1103.75938628939	697.732869658942	914.510601859806	846.508759974028	477.649702024375	1711.75998726221	610.986918499333	889.87462464258	571.787116682216	680.709737385302	1213.8395324394	1273.15348867507	832.921448757592	177.430308799753	954.17879199237	1098.10648075099	663.064566735272	700.947228399382	751.692903595451	1907.59526736024	606.798600609491	821.02783937095	770.954279466059	322.055211073564	850.06937561691	605.057045703733	525.438225365709	1191.47350043429	629.755516350611	1657.69634088549	700.789471191017	1094.92085359055	1377.03457056231	717.154312129328	847.276059109146	1724.05327174436	1094.53493312906	877.413179521523	759.408707704628	1551.1676247283	589.995222373275	1186.18064441967	1475.23163853041	1928.78420357207	1298.37236293254	1216.81206924867	1474.53845660525	1503.12886853197	1596.71404100773	1286.32510124511	1136.69132385775	868.448668628556	1615.9107918882	461.711425034865	947.108754735731	1131.38576070712
iDC	1481.21168975262	1639.13720294088	1466.97204248468	1037.46372529423	1084.26217623476	1971.9132729202	1414.5588865475	2307.74244075329	2862.27473943012	1293.98300974001	711.612069060551	1090.60701388283	2620.93540176019	1715.81615859248	1854.90012722087	792.912448755204	2116.68789954144	851.761263201839	1344.3058049242	1136.20138300472	1684.31525298238	1479.75876160441	1438.54556078609	1572.77808550477	1087.7564044422	292.697387795439	3112.40856733556	1612.10525597932	869.362065753512	979.300692659549	1423.2715385751	2529.49101324977	1469.07820028039	1724.45890097751	706.339395547119	560.997498094604	2347.77783819481	1156.41241279397	1138.45528017265	840.651237134297	1822.49742563487	786.263773675137	1418.14355893579	1123.8371619042	508.290780486436	1583.46165444806	1847.1621132529	484.23635907577	1445.36726972437	563.826383685927	2278.58111233236	1690.3636864977	1248.37663953666	421.584503734174	1003.66262895741	1287.77228239317	1478.82362595975	2611.96849038407	1743.57312129236	899.247269214488	2140.00364829131	1222.8802350527	2111.53351437901	2431.52366780255	3540.06180077826	2981.09376104061	2102.62107538983	1632.02659494859	3218.65876032277	3037.15634198852	1996.13596242908	1028.81770186586	1044.89166958079	2366.77382717963	1252.7425421931	1515.08664245206	1654.53843671199
ly Endothelial cells	2835.46458247011	1256.3644738433	1953.26176530758	2119.25334824107	2156.4736558041	1894.61571958332	1813.83302419969	1319.49470451321	1441.68474188161	985.007946970204	736.46746490606	1447.62120988916	2021.21604939447	2967.79379458068	1242.48159375551	2115.27258987735	2426.36436105161	1333.52829330218	1583.20216840025	1121.43205826681	2200.46142293359	1870.35984771626	2432.04994313124	1176.97718339679	2078.4580527961	2427.82738029911	2229.27515315223	2026.66418754866	1915.49654596952	1941.77793200007	2607.96796961943	1828.55954301156	1711.07299306971	2290.577661385	1442.88675361539	1221.4501656216	813.613290150349	1655.1621169019	1939.41449612008	1975.4338511534	1546.9408701561	1576.78791357222	1469.49023340018	1935.5753997	2609.45094608982	2544.70123397325	2371.43708243906	1148.09471429492	1629.15706221285	1580.91818649195	1387.60467912121	2409.27291036375	1825.95579534624	1316.62808260354	2576.13540649984	2363.82675395356	1596.97518561402	3133.97468122079	3695.52661658673	1650.49078083298	1019.10277716577	2045.11485301313	2269.22152035	2246.49020984183	1997.30828846666	2455.75778169099	1827.37502345509	1536.93480096499	3579.98827923155	2427.12692337897	0	915.473653591017	2055.26060188212	2148.08974819148	3325.06304989323	1277.46587002989	1792.70836191241
mv Endothelial cells	1336.69952642253	656.880281322292	928.991136982187	928.563385311332	980.343958566908	818.138841929005	803.650066918703	679.459778975343	664.880315021635	499.250673500067	236.863969153989	755.523557867898	1174.51727417464	1423.37512071298	589.644284988707	1003.80580252968	1262.01355493513	694.918315280739	840.222864929215	380.764639866993	971.23542858496	974.156933963622	1219.96170519958	634.032650273405	973.852312945212	1228.90486204904	1149.74086557121	905.082397635929	799.618850323406	963.446267843578	1212.95493795976	867.297397871627	775.944036745225	1034.48514519621	829.117707955778	559.340294642292	461.774104152082	936.79972713705	950.847866730021	892.307848022057	708.834843475054	781.982597948592	643.581648629268	931.036252320786	1171.93192614014	1212.35987358636	1107.414456745	584.615118107193	917.967532708415	743.307922461605	570.253594013704	1100.59771739403	868.747522875958	713.041003299172	1195.44623194986	1209.00684827	842.285087603907	1564.10611852837	1735.973607181	766.552564851329	489.897169556868	1043.58945312594	1143.88948590286	1162.60275494252	1030.94225368615	1297.62309777692	906.357392780686	798.002272369183	1715.53652977141	1212.2893345752	117.404080561519	478.880853950828	1069.14331010377	929.428235270445	1539.20326458089	666.871582863452	963.978377821601
naive B-cells	487.470711568189	451.54802791118	547.45751136082	572.317935737501	618.598141476339	591.041041630535	1724.19632363628	966.519353703834	1238.94843737374	551.97133557812	582.487437066618	529.090211741874	1838.12231839923	464.65048990101	780.340922233834	649.701665148325	675.78148985916	415.795881657831	447.391075406567	645.053142640396	679.259809715357	439.072142020865	614.836359128085	437.990670626478	451.135758061582	632.371747338883	635.426822453667	607.499774571125	369.411731112099	583.700600024202	491.999730915728	990.801043979557	682.460337668609	548.908284579911	568.530984285909	642.862679439071	794.39491969626	629.741309995623	524.101292879685	565.870598553476	1109.5800134433	548.487088049174	459.504777635396	823.265777141029	535.544974323526	429.761626801098	718.856041650198	484.349398536094	644.476467742961	538.346316417095	656.794916947445	572.45771287077	488.07456246938	471.103739944495	560.762679581008	304.950135290188	586.227796627341	417.128417238803	521.349919453284	639.950277305875	845.664701647336	560.997499726472	831.066994929423	874.372956747557	679.831100455992	431.660246580094	639.023070603367	603.239835878237	596.510072281061	1086.51610811658	1452.16284192124	513.0494638876	419.674979886661	1660.74237793262	400.699654868329	368.091694459759	417.667694176478
pDC	511.906528044572	1387.18804762786	1306.00623409517	1181.9067328005	1209.80078067084	875.918197174429	1764.7113263641	1390.75276440827	1630.35145414956	1206.57355125881	1133.02245478594	941.367663843094	2822.11082819861	623.108988712418	2037.164573107	1037.94457372814	956.353492662667	827.601988664066	1052.57839730599	727.177839675273	869.302228868534	1146.52167088088	1095.22613033268	618.045752207282	564.201568171118	834.766436365574	1608.90527612783	1094.92147181603	1351.07014563093	496.378046189282	800.690762811646	1302.90135523541	1303.54972305722	976.915718193773	460.199021635227	1305.84715694418	1090.99385896877	317.884565615778	754.41653823456	796.609830325782	1272.26950658424	755.196521923014	1093.26891299476	397.524624491175	929.799752775859	559.862772929976	564.945058086551	1102.25520235282	840.86827527805	839.924740366973	1306.3765930604	1028.73910832902	494.703821446182	1040.72241160185	1310.06367204834	215.996768896414	1104.82153871941	843.437927044894	1226.25723487006	1399.63507055486	1490.4629894739	1040.89331296415	794.448217251085	1664.99187647835	956.99451091576	854.901788122784	1133.59804627921	1354.47474870703	1198.05425812485	1661.79323419884	1020.33723187838	677.585622462743	706.783578820337	2068.500301301	1127.45645276841	853.078775436786	503.900415945869
